link,nombre,categoria,razon_rechazo,query_original,fecha_scraping,fecha_validacion
https://www.google.com/maps/place/A+Granel+todo+suelto/data=!4m7!3m6!1s0x960a336bdf7f9685:0xec4a0aea016d142c!8m2!3d-38.9687825!4d-68.0527579!16s%2Fg%2F11fjv4r0h4!19sChIJhZZ_32szCpYRLBRtAeoKSuw?authuser=0&hl=en&rclk=1,A Granel todo suelto,Natural goods store,"Es una tienda de productos a granel, no un establecimiento para consumir en el lugar o delivery de comidas preparadas",Comida saludable en Neuquén Capital,2026-01-07T10:54:57.501191,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Almac%C3%A9n+Natural+Plottier/data=!4m7!3m6!1s0x960bcbf0bb0a6f7b:0xc9bbfe5675aca39a!8m2!3d-38.9449172!4d-68.2256586!16s%2Fg%2F11f15dvdc7!19sChIJe28Ku_DLC5YRmqOsdVb-u8k?authuser=0&hl=en&rclk=1,Almacén Natural Plottier,Health food store,"Es una tienda de alimentos saludables, no un establecimiento para consumir en el lugar o delivery de comidas preparadas",Comida saludable en Neuquén Capital,2026-01-07T10:54:57.501191,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Convidame/data=!4m7!3m6!1s0x960bcc07d5ad53b5:0xec6b08f281f081c1!8m2!3d-38.9541322!4d-68.2263113!16s%2Fg%2F11c1nzlxd4!19sChIJtVOt1QfMC5YRwYHwgfIIa-w?authuser=0&hl=en&rclk=1,Convidame,Health food store,"Es una tienda de alimentos saludables, no un establecimiento para consumir en el lugar o delivery de comidas preparadas",Comida saludable en Neuquén Capital,2026-01-07T10:54:57.501191,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/IKIGAI+Natural+Market/data=!4m7!3m6!1s0x960a334aa19be353:0x77bfbd02d798f79f!8m2!3d-38.950505!4d-68.055976!16s%2Fg%2F11mqvnfcjg!19sChIJU-OboUozCpYRn_eY1wK9v3c?authuser=0&hl=en&rclk=1,IKIGAI Natural Market,Organic food store,"Es una tienda de alimentos orgánicos (organic food store), no un establecimiento para consumir en el lugar",Comida saludable en Neuquén Capital,2026-01-07T10:54:57.501191,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Martinez+Almac%C3%A9n+de+bebidas/data=!4m7!3m6!1s0x960a335496f006fb:0xa85574759806ea9c!8m2!3d-38.9548622!4d-68.0772004!16s%2Fg%2F11t9r1mxpj!19sChIJ-wbwllQzCpYRnOoGmHV0Vag?authuser=0&hl=en&rclk=1,Martinez Almacén de bebidas,Liquor store,"Es una tienda de licores (liquor store), no un establecimiento gastronómico",Cafeteria en Zona Oeste Neuquén Capital,2026-01-07T10:56:03.189377,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/%22LA+CASONA%22/data=!4m7!3m6!1s0x960a3308f1a01aa3:0x9dfe7ff81406641d!8m2!3d-38.9550156!4d-68.0990665!16s%2Fg%2F11b73rgt0r!19sChIJoxqg8QgzCpYRHWQGFPh__p0?authuser=0&hl=en&rclk=1,"""LA CASONA""",Grocery store,"Es una tienda de comestibles (grocery store), no un establecimiento para consumir en el lugar",Pub en Centro Neuquén Capital,2026-01-07T10:57:02.609496,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Plan+Gourmet+Pastas+Belgrano/data=!4m7!3m6!1s0x960a3374182f536d:0x5d77da0c12b4b04a!8m2!3d-38.9506281!4d-68.0612834!16s%2Fg%2F11m_flj4nc!19sChIJbVMvGHQzCpYRSrC0Egzad10?authuser=0&hl=en&rclk=1,Plan Gourmet Pastas Belgrano,Pasta shop,"Es una tienda de pasta (pasta shop), no un establecimiento para consumir en el lugar",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Granja+del+Alto/data=!4m7!3m6!1s0x960a33d04d36753b:0x7fab9ac8dc0d7c1c!8m2!3d-38.9510618!4d-68.0577745!16s%2Fg%2F1hc2hdfs2!19sChIJO3U2TdAzCpYRHHwN3Miaq38?authuser=0&hl=en&rclk=1,Granja del Alto,Poultry store,"Es una tienda de aves (poultry store), no un establecimiento para consumir en el lugar",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Plaza+de+las+Banderas/data=!4m7!3m6!1s0x960a33e7dd6429d5:0x24756e3d47c6706d!8m2!3d-38.9375737!4d-68.0590458!16s%2Fg%2F11c714tntp!19sChIJ1Slk3eczCpYRbXDGRz1udSQ?authuser=0&hl=en&rclk=1,Plaza de las Banderas,Park,"Es un parque, no vende comida o bebidas como función principal",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Portal+Patagonia+Shopping/data=!4m7!3m6!1s0x960a33a99da626fd:0xabbaa5fb6e48d9e3!8m2!3d-38.960719!4d-68.09322!16s%2Fg%2F1tw1g0g9!19sChIJ_SamnakzCpYR49lIbvuluqs?authuser=0&hl=en&rclk=1,Portal Patagonia Shopping,Shopping mall,"Es un centro comercial, aunque puede contener locales gastronómicos, su función principal no es vender comida",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Hotel+Land+Express+Neuqu%C3%A9n/data=!4m7!3m6!1s0x960a33345538e955:0x32ae1a1c58b97fad!8m2!3d-38.9565373!4d-68.1395677!16s%2Fg%2F1tdw4p0p!19sChIJVek4VTQzCpYRrX-5WBwarjI?authuser=0&hl=en&rclk=1,Hotel Land Express Neuquén,Hotel,"Es un hotel, aunque puede tener servicios de comida, su función principal es el alojamiento",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/San+Martin+Monument/data=!4m7!3m6!1s0x960a33d1d086e253:0xc23a0e78a6cc600c!8m2!3d-38.951854!4d-68.0591779!16s%2Fm%2F011qf4_9!19sChIJU-KG0NEzCpYRDGDMpngOOsI?authuser=0&hl=en&rclk=1,San Martin Monument,Monument,"Es un monumento, no vende comida o bebidas",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/JACC+Salon+de+Eventos/data=!4m7!3m6!1s0x960a321f61255559:0x3904401b2f7192b8!8m2!3d-38.9775231!4d-68.051982!16s%2Fg%2F11c2pkv0td!19sChIJWVUlYR8yCpYRuJJxLxtABDk?authuser=0&hl=en&rclk=1,JACC Salon de Eventos,Function room facility,"Es una sala de eventos, aunque puede ofrecer catering, su función principal no es vender comida",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/ILLIA+121+Apart+Hotel/data=!4m7!3m6!1s0x960a317cfe7466cf:0x86c4119e58037c95!8m2!3d-38.9538909!4d-68.0448807!16s%2Fg%2F11fd41w9bj!19sChIJz2Z0_nwxCpYRlXwDWJ4RxIY?authuser=0&hl=en&rclk=1,ILLIA 121 Apart Hotel,Hotel,"Es un apart hotel, su función principal es el alojamiento",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Howard+Johnson+by+Wyndham+Neuquen/data=!4m7!3m6!1s0x960bccb8bf70da4f:0x1c321c6e1a4090f7!8m2!3d-38.9572299!4d-68.1592972!16s%2Fg%2F11byt_kjhw!19sChIJT9pwv7jMC5YR95BAGm4cMhw?authuser=0&hl=en&rclk=1,Howard Johnson by Wyndham Neuquen,Hotel,"Es un hotel, su función principal es el alojamiento",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Neuquen+Tower+Hotel/data=!4m7!3m6!1s0x960a33cfbb8c4977:0x5a5a3bdcd8fb6f58!8m2!3d-38.9509052!4d-68.0616686!16s%2Fg%2F12mkz5qfy!19sChIJd0mMu88zCpYRWG_72Nw7Wlo?authuser=0&hl=en&rclk=1,Neuquen Tower Hotel,Hotel,"Es un hotel, su función principal no es la venta de comida/bebida",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Cinemark+Neuqu%C3%A9n+%7C+Cinemark+Hoyts/data=!4m7!3m6!1s0x960a33f29a1c2823:0xfd78402cb5949d8e!8m2!3d-38.9411733!4d-68.0642934!16s%2Fg%2F11f6705k33!19sChIJIygcmvIzCpYRjp2UtSxAeP0?authuser=0&hl=en&rclk=1,Cinemark Neuquén | Cinemark Hoyts,Movie theater,"Es un cine, su función principal es la proyección de películas",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Hosteria+Amparo/data=!4m7!3m6!1s0x960bcccad526d883:0xfb0f14dc788145d1!8m2!3d-38.9575081!4d-68.1432266!16s%2Fg%2F1tk1p584!19sChIJg9gm1crMC5YR0UWBeNwUD_s?authuser=0&hl=en&rclk=1,Hosteria Amparo,Hostel,"Es un hostal/alojamiento, su función principal no es la venta de comida/bebida",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Jumbo/data=!4m7!3m6!1s0x960a33a98364ef53:0xc702e4edd58a2f90!8m2!3d-38.9607403!4d-68.0943254!16s%2Fg%2F1tftmdl6!19sChIJU-9kg6kzCpYRkC-K1e3kAsc?authuser=0&hl=en&rclk=1,Jumbo,Supermarket,"Es un supermercado, su función principal es la venta de productos generales",Restaurant en Zona Alto Neuquén Capital,2026-01-07T10:57:41.689177,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/insumos+cerveceros+neuquen/data=!4m7!3m6!1s0x960a33bc81058d23:0x89ff56067a1a579e!8m2!3d-38.9813396!4d-68.3160785!16s%2Fg%2F11dfgrw7yt!19sChIJI40FgbwzCpYRnlcaegZW_4k?authuser=0&hl=en&rclk=1,insumos cerveceros neuquen,Brewing supply store,"Es una tienda de insumos cerveceros, vende suministros, no comida/bebida para consumo inmediato",Cervecería en Zona Alto Neuquén Capital,2026-01-07T10:58:20.702428,2026-01-07T13:15:41.291115
"https://www.google.com/maps/place/Vinancio,+Winery+Lab+-+Vinoteca/data=!4m7!3m6!1s0x960a33002a68debb:0x55b777e3875d919a!8m2!3d-38.9440755!4d-68.0631159!16s%2Fg%2F11wfl6lxd3!19sChIJu95oKgAzCpYRmpFdh-N3t1U?authuser=0&hl=en&rclk=1","Vinancio, Winery Lab - Vinoteca",Wine store,"Es una vinoteca/tienda de vinos, su función principal es la venta minorista de bebidas, no el consumo en el lugar",Cervecería en Zona Alto Neuquén Capital,2026-01-07T10:58:20.702428,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Panificadora+Zoriquen/data=!4m7!3m6!1s0x960a33b600879ab3:0x14d7dbfac5608a43!8m2!3d-38.9563059!4d-68.071725!16s%2Fg%2F11g71yvy0x!19sChIJs5qHALYzCpYRQ4pgxfrb1xQ?authuser=0&hl=en&rclk=1,Panificadora Zoriquen,Wholesale bakery,"Es una panificadora mayorista, su función principal es la producción y venta al por mayor, no la venta directa al consumidor para consumo inmediato",Panadería en Zona Alto Neuquén Capital,2026-01-07T10:58:59.956690,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Panificadora+SIGLOXXI/data=!4m7!3m6!1s0x960a31872f1d0335:0x9cf9c800e48c1c1f!8m2!3d-38.9612613!4d-68.0454344!16s%2Fg%2F11c5b2c72k!19sChIJNQMdL4cxCpYRHxyM5ADI-Zw?authuser=0&hl=en&rclk=1,Panificadora SIGLOXXI,Wholesale bakery,"Es una panificadora mayorista, no un establecimiento de venta directa al consumidor",Panadería en Zona Alto Neuquén Capital,2026-01-07T10:58:59.956690,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/PANADERIA+Y+DESPENSA+QUITA/data=!4m7!3m6!1s0x960a33b15e87c8e3:0x9e870bb09c96a891!8m2!3d-38.9573734!4d-68.0789434!16s%2Fg%2F11b7278hdf!19sChIJ48iHXrEzCpYRkaiWnLALh54?authuser=0&hl=en&rclk=1,PANADERIA Y DESPENSA QUITA,Storage facility,"Es una instalación de almacenamiento, no un establecimiento gastronómico",Panadería en Zona Alto Neuquén Capital,2026-01-07T10:58:59.956690,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/HAMBURGUESAS+LA+PLATA+NEUQUEN/data=!4m7!3m6!1s0x960a337cf5a2f8d7:0x165f1eae5edddf4d!8m2!3d-38.9545143!4d-68.0560644!16s%2Fg%2F11y98xbs8h!19sChIJ1_ii9XwzCpYRTd_dXq4eXxY?authuser=0&hl=en&rclk=1,HAMBURGUESAS LA PLATA NEUQUEN,Market,"Categorizado como 'Market', no es un establecimiento gastronómico principal",Hamburguesería en Zona Oeste Neuquén Capital,2026-01-07T11:00:32.230830,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Paseo+de+la+Patagonia+Shopping+Center/data=!4m7!3m6!1s0x960a33bc7b83f3c1:0xa741c2e0a99e3c0e!8m2!3d-38.9467345!4d-68.0738351!16s%2Fg%2F1pty4k0_7!19sChIJwfODe7wzCpYRDjyeqeDCQac?authuser=0&hl=en&rclk=1,Paseo de la Patagonia Shopping Center,Shopping mall,"Es un centro comercial, no es un establecimiento gastronómico en sí",Restaurante en Zona Alto Neuquén Capital,2026-01-07T11:02:09.321681,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Parque+Central/data=!4m7!3m6!1s0x960a331a1a702803:0xbf4004bd9ea32217!8m2!3d-38.9565809!4d-68.0588197!16s%2Fg%2F11f65w4j1n!19sChIJAyhwGhozCpYRFyKjnr0EQL8?authuser=0&hl=en&rclk=1,Parque Central,Park,"Es un parque, no vende comida",Restaurante en Zona Alto Neuquén Capital,2026-01-07T11:02:09.321681,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Herradura+Hotel+Suites/data=!4m7!3m6!1s0x960bcc074247cb49:0xbb4fc071e11b2243!8m2!3d-38.956958!4d-68.1745181!16s%2Fg%2F1thhlqdz!19sChIJSctHQgfMC5YRQyIb4XHAT7s?authuser=0&hl=en&rclk=1,Herradura Hotel Suites,Hotel,"Es un hotel, no es un establecimiento gastronómico principal",Restaurante en Zona Alto Neuquén Capital,2026-01-07T11:02:09.321681,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Dulzuras+para+Compartir/data=!4m7!3m6!1s0x960a3328bf64f9a5:0x68b172a83cafead3!8m2!3d-38.9381563!4d-68.1349109!16s%2Fg%2F11p5ndy90v!19sChIJpflkvygzCpYR0-qvPKhysWg?authuser=0&hl=en&rclk=1,Dulzuras para Compartir,Gift shop,"Tienda de regalos, no establecimiento gastronómico principal",Desayunos en Neuquén Capital,2026-01-07T11:08:00.756618,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Rinc%C3%B3n+de+mi+Tierra/data=!4m7!3m6!1s0x960a33955bd53a35:0x95c2ad04b4b5fbbd!8m2!3d-38.9648289!4d-68.0604897!16s%2Fg%2F11t1k9373h!19sChIJNTrVW5UzCpYRvfu1tAStwpU?authuser=0&hl=en&rclk=1,Rincón de mi Tierra,Store,"Tienda, no establecimiento gastronómico principal",Desayunos en Neuquén Capital,2026-01-07T11:08:00.756618,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Autoservicio+La+Llave/data=!4m7!3m6!1s0x960a33dc90920559:0xb45fccc34d4e1b38!8m2!3d-38.942852!4d-68.057997!16s%2Fg%2F11c1tdr4c1!19sChIJWQWSkNwzCpYROBtOTcPMX7Q?authuser=0&hl=en&rclk=1,Autoservicio La Llave,Store,"Es una tienda (store), no es un establecimiento gastronómico principal",Heladería en Zona Oeste Neuquén Capital,2026-01-07T11:08:22.555292,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/TerNuAnimeX/data=!4m7!3m6!1s0x960a33c83e2e9585:0x9f3c792f22af399d!8m2!3d-38.9445373!4d-68.073359!16s%2Fg%2F11g6nhqmdl!19sChIJhZUuPsgzCpYRnTmvIi95PJ8?authuser=0&hl=en&rclk=1,TerNuAnimeX,Gift shop,"Es una tienda de regalos, no vende comida o bebidas como función principal",Heladería en Zona Oeste Neuquén Capital,2026-01-07T11:08:22.555292,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Deposito+Grido/data=!4m7!3m6!1s0x960a33b1251dd2d3:0xe399472ef5cb1331!8m2!3d-38.9555961!4d-68.0783644!16s%2Fg%2F11c6_q7g2z!19sChIJ09IdJbEzCpYRMRPL9S5HmeM?authuser=0&hl=en&rclk=1,Deposito Grido,Grocery store,"Es una tienda de abarrotes/supermercado, no es un establecimiento gastronómico dedicado",Heladería en Zona Oeste Neuquén Capital,2026-01-07T11:08:22.555292,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Salon+De+Veteranos+De+Guerra/data=!4m7!3m6!1s0x960a318b0c3b55f1:0x75b715a259888ec6!8m2!3d-38.9734911!4d-68.0436246!16s%2Fg%2F11hcz_5vhb!19sChIJ8VU7DIsxCpYRxo6IWaIVt3U?authuser=0&hl=en&rclk=1,Salon De Veteranos De Guerra,Lounge,"Es un salón de veteranos (lounge), no tiene como función principal vender comida o bebidas",Bar en Centro Neuquén Capital,2026-01-07T11:09:39.102078,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Espacio+La+Dolce+Vita+SRL/data=!4m7!3m6!1s0x960a333cfa7317d1:0x5bad708b81a7961f!8m2!3d-38.9757906!4d-68.0326948!16s%2Fg%2F11rwnkq0py!19sChIJ0Rdz-jwzCpYRH5angYtwrVs?authuser=0&hl=en&rclk=1,Espacio La Dolce Vita SRL,Lounge,"Es un lounge, no tiene como función principal vender comida o bebidas",Bar en Centro Neuquén Capital,2026-01-07T11:09:39.102078,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Hiper+ChangoM%C3%A2s/data=!4m7!3m6!1s0x960a317c8e066759:0xe28168bdd3fab16b!8m2!3d-38.9600422!4d-68.0407916!16s%2Fg%2F1wh4h12m!19sChIJWWcGjnwxCpYRa7H6071ogeI?authuser=0&hl=en&rclk=1,Hiper ChangoMâs,Supermarket,"Es un supermercado, no un establecimiento gastronómico",Fast food en Neuquén Capital,2026-01-07T11:12:15.746924,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Carrefour+Hipermercado/data=!4m7!3m6!1s0x960a336a5bfcda9f:0x87eb25cb5ff4e5c3!8m2!3d-38.9467912!4d-68.1100376!16s%2Fg%2F11_sq_zdz!19sChIJn9r8W2ozCpYRw-X0X8sl64c?authuser=0&hl=en&rclk=1,Carrefour Hipermercado,Grocery store,"Es un supermercado/hipermercado, no un establecimiento gastronómico dedicado",Fast food en Neuquén Capital,2026-01-07T11:12:15.746924,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Kanji+Sushi/data=!4m7!3m6!1s0x960a33256823ad9f:0x316fd700bac1ce0a!8m2!3d-38.985945!4d-68.0885071!16s%2Fg%2F11xtx6tgtf!19sChIJn60jaCUzCpYRCs7BugDXbzE?authuser=0&hl=en&rclk=1,Kanji Sushi,Cooking class,"Es una clase de cocina, no un establecimiento que venda comida para consumir como función principal",Comida japonesa en Neuquén Capital,2026-01-07T11:13:13.615471,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/CASINO+DEL+R%C3%8DO+-+CIPOLLETTI/data=!4m7!3m6!1s0x960a31093c1193d5:0xb4cfd3ec21345f32!8m2!3d-38.9467509!4d-68.0151251!16s%2Fg%2F1td2j2td!19sChIJ1ZMRPAkxCpYRMl80IezTz7Q?authuser=0&hl=en&rclk=1,CASINO DEL RÍO - CIPOLLETTI,Hotel,"Es un hotel, su función principal es el alojamiento, no la venta de comida como actividad principal",Restaurante en cerca del río en Neuquén Capital,2026-01-07T11:14:28.280980,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Mercado+Villa+Maria+%28Autoservicio+y+Verduras%29/data=!4m7!3m6!1s0x960a322e2984f001:0x7ec2f7a74bccbc85!8m2!3d-38.9658049!4d-68.0596008!16s%2Fg%2F11g01spr45!19sChIJAfCEKS4yCpYRhbzMS6f3wn4?authuser=0&hl=en&rclk=1,Mercado Villa Maria (Autoservicio y Verduras),Market,"Es un mercado/autoservicio, su función principal es la venta de productos, no el consumo en el lugar",Cervecería en Zona Oeste Neuquén Capital,2026-01-07T11:14:51.743737,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Hostel+Punto+Patag%C3%B3nico+Neuqu%C3%A9n/data=!4m7!3m6!1s0x960a33c527f12b19:0xc9c472641c47f3c7!8m2!3d-38.9466357!4d-68.0604994!16s%2Fg%2F1hhhcnyg_!19sChIJGSvxJ8UzCpYRx_NHHGRyxMk?authuser=0&hl=en&rclk=1,Hostel Punto Patagónico Neuquén,Hostel,"Es un hostel, alojamiento, no su función principal vender comida",Parrilla en Zona Oeste Neuquén Capital,2026-01-07T11:15:27.832599,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Balneario+Municipal+Neuqu%C3%A9n/data=!4m7!3m6!1s0x960a3226d3bf8a47:0x20cf627112fd8e2e!8m2!3d-38.9718043!4d-68.0471274!16s%2Fg%2F1hc6ng7tp!19sChIJR4q_0yYyCpYRLo79EnFizyA?authuser=0&hl=en&rclk=1,Balneario Municipal Neuquén,City park,"Es un parque/balneario municipal, no establecimiento gastronómico",Parrilla en Zona Oeste Neuquén Capital,2026-01-07T11:15:27.832599,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Club+de+Picadas+y+Empanadas/data=!4m7!3m6!1s0x960a339bbf199e3f:0xd04e60607e5ba688!8m2!3d-38.9515829!4d-68.0591925!16s%2Fg%2F11j37l8cjp!19sChIJP54Zv5szCpYRiKZbfmBgTtA?authuser=0&hl=en&rclk=1,Club de Picadas y Empanadas,Grocery store,"Su categoría es 'tienda de abarrotes/grocery store', que se enfoca en la venta de productos para el hogar, no es un establecimiento gastronómico.",Empanadas en Neuquén Capital,2026-01-07T11:16:40.809514,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Pastas+Frescas+La+Superiora/data=!4m7!3m6!1s0x960a33cfa067ec03:0x8841cf860b5c9733!8m2!3d-38.8893572!4d-68.1024757!16s%2Fg%2F11bbrlms5z!19sChIJA-xnoM8zCpYRM5dcC4bPQYg?authuser=0&hl=en&rclk=1,Pastas Frescas La Superiora,Store,"Categorizado como 'Store' (tienda), probablemente vende pastas frescas para preparar en casa, no para consumo inmediato.",Empanadas en Neuquén Capital,2026-01-07T11:16:40.809514,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/SuperCongelados+del+Sur/data=!4m7!3m6!1s0x960a322e7b84fb79:0x658213fd7d4c4c57!8m2!3d-38.9635008!4d-68.0571836!16s%2Fg%2F1q628q0yy!19sChIJefuEey4yCpYRV0xMff0TgmU?authuser=0&hl=en&rclk=1,SuperCongelados del Sur,Food broker,"Es un corredor de alimentos (food broker), no un establecimiento de venta directa al consumidor para consumo inmediato",Heladería en Zona Alto Neuquén Capital,2026-01-07T11:17:59.009248,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Minimercado+%22El+Viejito%22/data=!4m7!3m6!1s0x960a31872b52d249:0x7a01019a38e0d7b3!8m2!3d-38.9610802!4d-68.0450661!16s%2Fg%2F11c1rtrb_w!19sChIJSdJSK4cxCpYRs9fgOJoBAXo?authuser=0&hl=en&rclk=1,"Minimercado ""El Viejito""",Grocery store,"Es un minimercado (grocery store), su función principal es la venta de productos generales, no específicamente comida para consumir en el lugar.",Heladería en Zona Alto Neuquén Capital,2026-01-07T11:17:59.009248,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Nativo+Skateshop/data=!4m7!3m6!1s0x960a3381ffac94a1:0x2b6fa842757ed594!8m2!3d-38.9519659!4d-68.0603289!16s%2Fg%2F11gx_w47zm!19sChIJoZSs_4EzCpYRlNV-dUKobys?authuser=0&hl=en&rclk=1,Nativo Skateshop,Skateboard shop,"Es una tienda de skate (skateboard shop), no vende comida o bebidas como función principal.",Heladería en Zona Alto Neuquén Capital,2026-01-07T11:17:59.009248,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Bora+Bora/data=!4m7!3m6!1s0x960a33cc2d1fff41:0x123a2da91dfb86e8!8m2!3d-38.9544838!4d-68.0630645!16s%2Fg%2F11b724qss3!19sChIJQf8fLcwzCpYR6Ib7HaktOhI?authuser=0&hl=en&rclk=1,Bora Bora,Sin categoría,"Sin categoría proporcionada, el nombre 'Bora Bora' es ambiguo y no indica claramente una función gastronómica; podría ser un club, tienda u otro tipo de negocio.",Pub en Zona Alto Neuquén Capital,2026-01-07T11:20:54.463411,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Placeres+Vinoteca/data=!4m7!3m6!1s0x960a33d03808738f:0x55253db97e0de4b1!8m2!3d-38.9505206!4d-68.0582179!16s%2Fg%2F11cs23bftx!19sChIJj3MIONAzCpYRseQNfrk9JVU?authuser=0&hl=en&rclk=1,Placeres Vinoteca,Wine store,"Es una vinoteca (wine store), principalmente una tienda de venta de vinos al por menor, no un establecimiento para consumir en el lugar.",Pub en Zona Alto Neuquén Capital,2026-01-07T11:20:54.463411,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Depa+de+los+pibes/data=!4m7!3m6!1s0x960a33cf03c9a5bd:0x95f807a888cfaacf!8m2!3d-38.9515077!4d-68.0806156!16s%2Fg%2F11fd_qp444!19sChIJvaXJA88zCpYRz6rPiKgH-JU?authuser=0&hl=en&rclk=1,Depa de los pibes,Liquor store,"Liquor store es una tienda de licores, no un lugar para consumir comida o bebidas en el sitio",Pub en Zona Alto Neuquén Capital,2026-01-07T11:20:54.463411,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/supermercado+express/data=!4m7!3m6!1s0x960a33bb2076fb49:0x9ff232c3eb61f150!8m2!3d-38.9507087!4d-68.082436!16s%2Fg%2F11gf9q1z1f!19sChIJSft2ILszCpYRUPFh68My8p8?authuser=0&hl=en&rclk=1,supermercado express,Chinese supermarket,"Supermercado es una tienda de venta de productos, no un establecimiento para consumir en el lugar.",Comida china en Neuquén Capital,2026-01-07T11:22:31.387059,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Masajes+Chinos+Terap%C3%A9uticos+El+Yin+y+el+Yang+NQN/data=!4m7!3m6!1s0x960a3304c84c2207:0xc41ea9038b47d6c7!8m2!3d-38.9454601!4d-68.0680396!16s%2Fg%2F11f7b77d65!19sChIJByJMyAQzCpYRx9ZHiwOpHsQ?authuser=0&hl=en&rclk=1,Masajes Chinos Terapéuticos El Yin y el Yang NQN,Massage therapist,"Masajista es un servicio terapéutico, no vende comida ni bebidas.",Comida china en Neuquén Capital,2026-01-07T11:22:31.387059,2026-01-07T13:15:41.291115
https://www.google.com/maps/place/Mercado+City/data=!4m7!3m6!1s0x960a310a5992a569:0x118cc42e9681ea1b!8m2!3d-38.9556443!4d-68.0425838!16s%2Fg%2F11f75ykxv6!19sChIJaaWSWQoxCpYRG-qBli7EjBE?authuser=0&hl=en&rclk=1,Mercado City,Asian grocery store,"Tienda de comestibles es un lugar de venta de productos, no para consumo inmediato.",Comida china en Neuquén Capital,2026-01-07T11:22:31.387059,2026-01-07T13:15:41.291115
